"id","estimate_id","pass","description","price"
36702,70357,,"Install driver side window motor",50.00
36703,70030,,,
36704,70358,,"Towing",0.00
36705,70358,,,
36706,70359,,"Flush transmission and change filter",70.00
36707,70359,,,
36708,65697,,,
36709,70360,,"Rotate tires",12.00
36710,70361,,"Insstall alternator",70.00
36711,70361,,"Install battery",0.00
36712,70361,,"left front tire repair",10.00
36713,70362,,"Install upper radiator hose assembly",77.00
36714,70363,,"Install water pump",175.00
36715,16878,,,
36716,70363,,"Grease",6.00
36717,70364,0,,0.00
36718,67979,,,
36719,70365118,,"Install two belts and pulley",50.00
36720,70365,,"Install passenger side front axle and lower ball joint",200.00
36721,70365,,"Mount and balance two tires",24.00
36722,70365,,"Illinois state tire fee and disosal",9.00
36723,99,,,
36724,143,,,
36725,70366,,"Scan computer, install camshaft solenoid, #6 ignition coil and one plug",175.00
36726,70367,0,,0.00
36727,70368,0,,0.00
36728,70369,,"Install own timing belt and water pump",250.00
36729,70369,,"Rotate tires",12.00
36730,70370,,"Remove throttle body, clean egr passages in intake manifold",175.00
36731,70370,,"Repair connection at evap vent solenoid",110.00
36732,70370,,"Check 02 sensor heater circuit and install oxygen sensor",80.00
36733,70371,0,,0.00
36734,70372,,"Install left rear window motor with regulator",70.00
36735,70374,,"Install left and right side front hub assemblies",140.00
36736,64325,,,
36737,70376,,"Tire repair",10.00
36738,70375,,"Install brake light switch",35.00
36739,70375,,"Left rear brake light bulb",10.00
36740,70375,,"Rotate tires",12.00
36741,70376,,,
36742,70377,,"Install front brake pads and rotors",105.00
36743,70378,,"Install spark plugs and eight fuel injectors",140.00
36744,70379,,,0.00
36745,70380,,"Install front sway bar end links",60.00
36746,70380,,"Rotate tires",12.00
36747,70381,,"Towing",45.00
36748,70381,,"Install belt tensioner assembly",105.00
36749,70382,,"Install transmission filter, change fluids",65.00
36750,70383,,"Install rear brake pads and rotors",105.00
36751,70384,,"Install belt",35.00
36752,70385,,"VIN#3FAHP07Z79R205028   Lic #FB7D5Z
Miles: 86,392",0.00
36753,70385,,,
36754,70386,,"Change own oil",16.00
36755,70387,,"Change own oil",16.00
36756,70388,0,,0.00
36757,70389,0,,0.00
36758,70390,,"Change own oil",16.00
36759,70391,,"Install front sway bar end links",35.00
36760,69929,,,
36761,70392,,"Tire repair",10.00
36762,70393,,"Towing",45.00
36763,70393,,"Install alternator and belt",90.00
36764,70393,,,
36765,70394,,"Install own front brake pads",70.00
36766,70395,,"Towing",45.00
36767,13802,,,
36768,70397,0,,0.00
36769,11484,,,
36770,70398,,"Charge a/c system",30.00
36771,70399,,"Install driver side window motor",70.00
36772,61733,,,
36773,70400,,"Repair connector at rear of heater controls",70.00
36774,70400,,"Re-surface front rotors",35.00
36775,70401,0,,0.00
36776,70402,,"Install thermostat and housing",105.00
36777,70402,,"Install fuel line to the fuel pump",175.00
36778,70403,,"Diagnostics fee",35.00
36779,70404,,"Install rear brake shoes and brake springs",70.00
36780,70404,,"Resurface right rear brake drum",20.00
36781,70404,,"Towing",55.00
36782,70405,,"Remove door panel, disconnect power to window, put window up",105.00
36783,70405,,"Remove door panel and repair",70.00
36784,70406,,"Install A/C hose and recharge system",70.00
36785,70407,,"Evacuate and recharge A/C system",35.00
36786,70408,,"Scan Computer, Install Number 4 fuel injector, and clear trouble codes.",70.00
36787,70409,,"Rotate and balance tires",24.00
36788,70410,1,"Flush cooling system",60.00
36789,70410,,,
36790,70410,1,"Charge AC (Freon, Oil)",50.00
36791,70410,,,
36792,70410,,,
36793,70410,1,"Bypass Rear Heater",70.00
36794,70410,,,
36795,70410,,,
36796,70410,,,
36797,70410,,,
36798,70411,0,,0.00
36799,70412,0,,0.00
36800,70413,,"Install belts",35.00
36801,70414,,"Install thermostat",
36802,70415,,,0.00
36803,70236,,,
36804,70416,,"Install blower motor and resistor",70.00
36805,70417,,"Payment on engine labor for Jeep",135.00
36806,70417,,,
36807,70417,,,
36808,70418,,"Scan computer, install plugs and #2 ignition coil",70.00
36809,70419,,"Install rear main seal",530.00
36810,70419,,"Install valve cover gaskets",70.00
36811,70419,,"Install oil pan gasket",75.00
36812,70419,,,
36813,70420,,"Install master cylinder",105.00
36814,70421,,"Charge a/c system",35.00
36815,70422,,"Install a/c hose, evacuate and recharge a/c system",275.00
36816,70423,,"Install serpentine belt",35.00
36817,70423,,"Radiator flush",70.00
36818,70424,,"Install plugs and wires",120.00
36819,70424,,,
36820,70424,,"Clean fuel injectors",69.95
36821,70425,0,,0.00
36822,70426,,"Charge a/c, add freon and dye",40.00
36823,70403,,"Install upper and lower ball joints",280.00
36824,70403,,"Install Radius arm bushings",196.00
36825,70403,,"Install spark plugs and #1 coil",245.00
36826,70403,,"Resurface front rotors",70.00
36827,70403,,"VIN#1FTSE34L44HA54070    Lic#6526
Miles:  120,604                         Approval #98713775MK",
36828,69114,,,
36829,70427,,"Charge a/c system",35.00
36830,69244,,,
36831,68090,,,
36832,70428,,"Rotate tires",12.00
36833,70429,,"Replace tail gate handle",42.00
36834,70428,,"Left front tire repair",10.00
36835,68209,,,
36836,70430,,"Charge a/c system",30.00
36837,70431,,"Mount and balance four tires",48.00
36838,70431,,"Illinois state user fee and disposal",18.00
36839,70432,,"Install left front wheel sensor",40.00
36840,70432,,,
36841,70433,,"Charge a/c",35.00
36842,70434,,"Install oil pressure sensor",35.00
36843,70434,,,
36844,13353,,,
36845,70435,,"Towing",35.00
36846,70435,,"Install power steering pump",105.00
36847,70435,,"Install a/c bypass pulley",105.00
36848,70435,,,
36849,70435,,,
36850,70436,,"Rotate tires",12.00
36851,70437,,"Replace running board motor",140.00
36852,70437,,"Replace left rear outside door handle",63.00
36853,70437,,"Replace air pump",105.00
36854,70437,,"Replace rear shocks",70.00
36855,70437,,"Replace oil pressure switch",35.00
36856,70406,,,
36857,70438,,"Charge a/c system",35.00
36858,70438,,"Smoke test and repair vacuum hose",70.00
36859,70439,,"Change rear differential fluids",90.00
36860,70439,,"Install front wheel bearings",105.00
36861,70440,,"Install right front hub assembly",70.00
36862,70441,,"Install belt and tensioner",35.00
36863,70442,0,,0.00
36864,70444,,"Remove door panels, repair wiring inside door jams",115.00
36865,70445,,"Scan computer, install #3 coil and plug",35.00
36866,68110,,,
36867,70446,,"Clean throttle body and re-learn idle prodedure",70.00
36868,70447,,"Charge a/c",35.00
36869,67844,,,
36870,70449,0,,0.00
36871,70450,,"Scan computer, repair vacuum leaks, test for emissions",70.00
36872,70550,,"Paid on Account 150.00",0.00
36873,70451,,"Scan computer, smoke test and install evap purge solenoid",78.00
36874,70448,,"Install steering shaft",75.00
36875,70448,,"Mount and balance driver side front tire",12.00
36876,70448,,"illinois state user fee and disposal",4.50
36877,70452,0,,0.00
36878,70453,,"Rotate tires",12.00
36879,70454,,"Towing",45.00
36880,70454,,"Install belt tensioner",20.00
36881,70455,,"Install power steering pressure hose",320.00
36882,70454,,,
36883,70454,,,
36884,70456,,"Install front brake pads",70.00
36885,70457,,"Install fuel pump",120.00
36886,70458,0,,0.00
36887,70459,,"Charge a/c",30.00
36888,70459,,"Flush transmission and change filter",130.00
36889,70460,,"Install blend door actuator",105.00
36890,61337,,,
36891,70461,0,,0.00
36892,69751,,,
36893,70443,,"Install two outer tie rod ends",91.00
36894,70443,,"Install radius arm bushing kit",196.00
36895,70443,,"Install plugs and one coil",245.00
36896,70443,,"Install bulb",10.00
36897,70443,,"Diagnostics fee",35.00
36898,70443,,"Vin #1FTSE34L8YHB98498                 Van #369  Licence: IL5183
Miles   165.720                                        Approval #9894610GB",
36899,70462,,"Install front brake pads, rotors, two calipers and two brake hoses",175.00
36900,70462,,,
36901,70463,,"Install multi function switch (under warranty)",0.00
36902,70464,0,,0.00
36903,16400,,,
36904,70465,,"Scan computer, replace throttle body gasket, repair intake leak, replace pcv hoses and test for emissions",210.00
36905,70465,,"Charge a/c system",35.00
36906,70466,,"Install both front wheel bearings, front brake pads",105.00
36907,70467,,"Install rear brake pads and rotors",105.00
36908,70468,,"Charge a/c system",35.00
36909,70469,,"Install plugs and wires",140.00
36910,70469,,"Install battery",0.00
36911,70470,,"Charge a/c system",35.00
36912,70472,,"0",
36913,70472,0,"0",0.00
36914,70473,,"Install belt",35.00
36915,69033,,,
36916,70474,,"Install steering gear box",84.00
36917,70475,,"Labor on tune up",140.00
36918,70475,,"Install air temperature sensor",20.00
36919,70473,,,
36920,70473,,"Install a/c relay",35.00
36921,70476,,"Install rear brake drums",70.00
36922,67107,,,
36923,70477,,"Charge a/c",30.00
36924,70478,,"Scan computer, smoke test evap system, replace parts and test emissions",75.00
36925,70478,,"VIN#5Y2SL62814Z453535",
36926,70479,0,,0.00
36927,69811,,,
36928,70480,,"Install converter",105.00
36929,70480,,,
36930,67893,,,
36931,70478,,,
36932,16787,,,
36933,70481,,"Install own a/c compressor, drier, espansion valve, evacuate and recharge a/c",210.00
36934,70481,,,
36935,70482,0,,0.00
36936,70483,0,,0.00
36937,70484,0,,0.00
36938,67930,,,
36939,70485,,"Install converter",70.00
36940,70485,,"Install egr solenoid",70.00
36941,70485,,"Install oxygen sensor",35.00
36942,70485,,"Install one ujoint",70.00
36943,69944,,,
36944,12532,,,
36945,70486,0,,0.00
36946,69944,,,
36947,70487,,"Install spark plugs and wirers",105.00
36948,70487,,,
36949,70488,,"Rotate tires",12.00
36950,70489,,"Install own rear brake pads and rotors",105.00
36951,70490,,"Install starter",78.00
36952,13720,,,
36953,70491,,"Scan computer, install oxygen sensor",70.00
36954,70492,,"Install alternator",105.00
36955,70493,,"Scan computer, install plug and fuel injector, power steering pressure switch, test for emissions",175.00
36956,70494,,"Towing",85.00
36957,70494,,"Install own fuel pump and fuel filter",150.00
36958,70495,0,,0.00
36959,70496,,"Insall right front strut and mount",112.00
36960,63364,,,
36961,70497,,"Install right upper, right lower, and left lower ball joints   266",342.00
36962,69852,,,
36963,70498,,"Change own oil",10.00
36964,70499,,"Towing",45.00
36965,70499,,"Check fan circuit, replace fan relay and charge battery",40.00
36966,70500,,"Install front brake pads and rotors",105.00
36967,70376,,,
36968,70424,,,
36969,70501,,"Scan computer, install mass air flow sensor and pcv hose assembly",140.00
36970,70491,,"Install air pump and air pump solenoid",105.00
36971,70502,,"Scan computer, install spark plugs and one ignition coil - #5",210.00
36972,70503,,"Scan computer, install camshaft position sensor and air to fuel ratio sensor",140.00
36973,70504,,"Install alternator",70.00
36974,70505,,"Check headlamp wiring",70.00
36975,70506,,"Scan computer, install vapor canister purge solenoid",105.00
36976,70506,,,
36977,70505,,"Vehicle needs new fuse box",
36978,70507,0,,0.00
36979,70508,,"Install own idler and pitman arm",105.00
36980,70509,,"Install a/c compressor",150.00
36981,70510,,"Install front brake pads, rotors, calipers, hoses",147.00
36982,70510,,"Vin#1FTRX12WX7FB01824         Lic# 20223N
Miles:  137,857                              Approval #9944900LV",
36983,70511,,"Scan computer, install oxygen sensor",70.00
36984,70512,,"Towing",79.00
36985,70512,,"Install actuator switch and ignition switch",105.00
36986,70513,,"Towing",35.00
36987,70513,,"Install idler pulley",70.00
36988,67280,,,
36989,70514,,"Towing from Aldi's in Granite City to Chuck's Car Care in Pontoon Beach",35.00
36990,70515,,"Charge a/c",30.00
36991,70516,,"Install front brake pads and rotors",105.00
36992,70516,,"Install rear brake pads and rotors",105.00
36993,70517,,"Charge a/c system",35.00
36994,67362,,,
36995,70518,,"Install belt and tensioner assembly",105.00
36996,70518,,"Charge a/c system",30.00
36997,70519,,"Install rear brake pads",70.00
36998,66358,,,
36999,70520,,"Install own a/c expansion valve, recharge a/c system",110.00
37000,70521,,"Install a/c compressor kit -",280.00
37001,70522,,"Install fuel filter",20.00
37002,70523,,"Repair fuel line",70.00
37003,70523,,"Charge a/c system",30.00
37004,66908,,,
37005,70524,,"Scan computer, install plugs and wires",105.00
37006,70525,,"Install horn",35.00
37007,70525,,"Vin #1FTDF17WHVND32372    Lic #4WH522
Miles:  156,455",
37008,70526,0,,0.00
37009,70527,,"Install transmission",700.00
37010,68630,,,
37011,70528,,"Install own right outside mirror and replace fuse for gauges",70.00
37012,69637,,,
37013,70529,,"Grease",6.00
37014,70530,,"Install fuel filter",20.00
37015,70530,,"Install transmission filter",50.00
37016,70530,,"Flush radiator",65.00
37017,70530,,"Install both sides front wheel bearings and seals",120.00
37018,70530,,"Rotate tires",12.00
37019,70531,,"Install window motorq",70.00
37020,70532,,"Flush radiator",65.00
37021,68142,,,
37022,67105,,,
37023,70533,,"Scan computer, install egr valve. Oxygen sensor, test for emissions",135.00
37024,70534,,"Install radiator",112.00
37025,70534,,"Install thermostat",70.00
37026,70533,,,
37027,70535,0,,0.00
37028,70536,,"Install own a/c condenser and re-circulation door actuator",280.00
37029,70537,,"Scan computer, install sensors, test for emissions",140.00
37030,70538,,"Scan computer, install egr pressure sensor",70.00
37031,69120,,,
37032,70539,,"Install upper and lower ball joints, front brake pads",280.00
37033,70539,,"Replace fuse to outlet for gps",5.00
37034,70540,,"Scan computer, install cap and rotor",70.00
37035,70417,,,
37036,70550,,,
37037,70541,,"Paid balance on labor for engine - 750.00",0.00
37038,70541,,"LABOR IS PAID IN FULL",
37039,70541,,,
37040,70540,,"Charge a/c",30.00
37041,70542,,"Rotate tires",12.00
37042,67997,,,
37043,69471,,,
37044,70543,,"Tire repair",10.00
37045,70544,,"Mount and balance two tires",24.00
37046,70544,,"Illinois user fee and disposal",9.00
37047,70544,,"Charge a/c",30.00
37048,70544,,"Install right front strut assembly with strut",70.00
37049,70545,,"Install own a/c compressor",140.00
37050,68215,,,
37051,16163,,,
37052,15748,,,
37053,70546,,"Install battery",0.00
37054,70547,,"Install radiator and thermostat",150.00
37055,70548,,"Install belt",70.00
37056,70549,0,,0.00
37057,70551,,"Repair wiring to ignition switch",210.00
37058,70550,,,
37059,70551,,,
37060,70551,,"NEEDS SHIFT LOCK SOLENOID REPLACED",
37061,70548,,,
37062,70552,,"Install two front upper ball joints and two front shocks",90.00
37063,69910,,,
37064,70553,,"Charge a/c system",35.00
37065,70554,,"Rotate tires",20.00
37066,70555,0,,0.00
37067,70556,,"Repair tail gate latch",35.00
37068,66765,,,
37069,68265,,,
37070,70557,0,,0.00
37071,70557,,"Mileage:  38,108",
37072,70558,,"Install battery",0.00
37073,70559,,"Install belt",30.00
37074,70560,,"Install plugs, wires and #4 coil",154.00
37075,70561,0,,0.00
37076,1004,,,
37077,70562,,"Repair fan resistor wiring",35.00
37078,70562,,"Charge a/c system",35.00
37079,70563,,,0.00
37080,70564,,"Install fuel pump",70.00
37081,70564,,"Install carb",35.00
37082,70564,,"Freight charges for pump and carb",0.00
37083,70565,0,,0.00
37084,69005,,,
37085,70566,,"Install own inner tie rods",105.00
37086,70566,,"Install ownstabilizer bar bushings",35.00
37087,70566,,"Install own stabilizer bar end links",35.00
37088,70566,,"Change rear differential fluid",42.00
37089,70567,0,,0.00
37090,70568,1,"Oil Change",0.00
37091,70569,,"Install rear brake shoes, springs and resurface brake drums",105.00
37092,70570,0,,0.00
37093,70571,,"Repair door handles",35.00
37094,70572,,"Install front brake pads, calipers and hoses",175.00
37095,70572,,"Install serpentine belt",35.00
37096,70572,,"Install headlight",0.00
37097,70573,,"Scan computer, install crank position sensor",42.00
37098,70573,,,
37099,67389,,,
37100,70574,,"Scan computer, install oxygen sensor",70.00
37101,68024,,,
37102,69717,,,
37103,70575,,"Install alternator",75.00
37104,64249,,,
37105,70040,,,
37106,64284,,,
37107,70040,,,
37108,64249,,,
37109,70576,,"Towing",70.00
37110,70576,,"Install belt, thermostat, fan control relay",105.00
37111,70576,,"Installed new battery - under warranty",0.00
37112,70576,,,
37113,70577,,"Install own long block engine",1035.00
37114,70417,,,
37115,70577,,,
37116,70578,,"Install rear rotors",105.00
37117,67333,,,
37118,70579,,"Charge a/c system",35.00
37119,70580,0,,0.00
37120,70580,,"vin #1DJHA16K48J239416     Truckk #230 Lic#91353T
Miles: 96,174",
37121,70581,,"Install left front speed sensor",35.00
37122,70581,,"Install evap vent solenoid and hose",105.00
37123,70582,,"Install spark plugs, wires, and plenum gasket",210.00
37124,70583,,"Scan computer, install oxygen sensor",70.00
37125,70583,,"Install fuel tank pressure sensor",140.00
37126,61929,,,
37127,68024,,,
37128,70584,,"Charge a/c (own freon and dye)",0.00
37129,70584,,,
37130,70584,,,
37131,70585,0,,0.00
37132,70586,0,,0.00
37133,70587,,"Install own radiator",70.00
37134,70587,,"Fan clutch labor",35.00
37135,70587,,"Labor on shifter",20.00
37136,70587,,"Install own bearings",35.00
37137,70525,,,
37138,70588,,"Install battery",0.00
37139,70589,,"Clean and lubricate door latch",20.00
37140,70590,,"Install converter",105.00
37141,70591,,"Install front brake pads and rotors",105.00
37142,70591,,"Install stabilizer bar end links",35.00
37143,70591,,"Install both outer tie rod ends",70.00
37144,70591,,"Install front struts",140.00
37145,70592,0,,0.00
37146,70593,,"Install air filter",0.00
37147,70593,,,
37148,67269,,,
37149,70594,,"Install plugs, wirres",105.00
37150,70594,,"Install battery",0.00
37151,70595,,"Install front brake pads and rotors",105.00
37152,70595,,"Repair threads to drain plug",10.00
37153,70596,,"Remove motor mount and install freeze plug",70.00
37154,67289,,,
37155,70597,,"Change own oil",10.00
37156,67274,,,
37157,70598,,"Install radiator and thermostat",162.50
37158,70599,,"Install own cooling fan assembly and thermostat",175.00
37159,70600,,"Cleaned connections and replaced center high mount brake light",35.00
37160,70279,,,
37161,70485,,,
37162,70485,,,
37163,70601,,"Install front brake pads and rotors",105.00
37164,70602,,"Install timing belt component kit",266.00
37165,70602,,"Install valve cover gasket",56.00
37166,70603,,"Install front brake pads and rotors",105.00
37167,70603,,"Install rear brake pads",70.00
37168,70603,,"Miles: 69,821",
37169,70564,,,
37170,70604,,"Remove upper intake, install fuel line",210.00
37171,70604,,"Adjust belts",35.00
37172,70604,,,
37173,70605,,"Miles: 44,462",0.00
37174,66358,,,
37175,70606,,"Install oil pressure switch",175.00
37176,70606,,,
37177,70606,,,
37178,70606,,"Add freon, oil and charge a/c",60.00
37179,70607,,"Install battery",0.00
37180,70607,,,
37181,70608,,"Install timing belt component kit",490.00
37182,70609,,"Charge a/c system",35.00
37183,70610,,"Install water pump",112.00
37184,70053,,,
37185,70611,,"Install front brake pads",70.00
37186,70611,,"Install rear brake pads, rotors, and parking brake shoes",120.00
37187,70612,,"Welding",30.00
37188,70613,,"Install radiator",70.00
37189,70614,,"Repair vacuum hose and replace blower motor resistor",112.00
37190,70208,,,
37191,70615,,"Replace left turn signal",10.00
37192,70616,,"Install belt tensioner, oxygen sensor, labor on tailpipe, lube",80.00
37193,70616,,,
37194,70616,,,
37195,64284,,,
37196,70617,,"Install plugs and boots",140.00
37197,70618,,"Install starter",84.00
37198,70618,,"Install oil cooler seal",105.00
37199,70619,,"Install power steering pressure line",70.00
37200,70620,0,,0.00
37201,70622,0,,0.00
37202,70621,,"Mount and balanace four tires",48.00
37203,70621,,"Illinois state user fee",18.00
37204,70620,,"Rotate tires",12.00
37205,70621,,"Towing",45.00
37206,70623,0,,0.00
37207,70624,,"Charge a/c system",35.00
37208,70621,,"Replace lug nuts",10.00
37209,70624,,"Rotate tires",12.00
37210,70625,0,,0.00
37211,70626,,"Install battery",0.00
37212,69122,,,
37213,70627,,"Install blower motor and resistor",70.00
37214,70628,,"Install intake gasket set",385.00
37215,70629,,"Charge a/c system - own freon",29.13
37216,70629,,,
37217,70629,,,
37218,70630,0,,0.00
37219,70630,0,,0.00
37220,70631,,"Install plugs and wires",210.00
37221,70631,,"Add fuel injection cleaner in with gas",
37222,70632,0,,0.00
37223,70633,,"Install a/c compressor (part is under warranty)",280.00
37224,16774,,,
37225,68024,,,
37226,70634,,"Replace bypass tubes (own parts)",105.00
37227,70634,,"Install fuel sensor (own)",105.00
37228,70634,,,
37229,70635,,"Install rear ujoints",105.00
37230,70635,,"Rotate tires",12.00
37231,70636,,,0.00
37232,70637,,"Install plugs and wires",75.00
37233,70638,,"Install upper and lower ball joints, pitman arm and inner tie rod end",385.00
37234,70639,,"Scan computer, install thermostat and egr valve",126.00
37235,70584,,,
37236,70599,,,
37237,70624,,,
37238,70640,,"Towing",70.00
37239,70640,,"Install harmonic balancer and belt",105.00
37240,68234,,,
37241,70641,,"Scan computer, install thermostat",70.00
37242,63107,,,
37243,70642,,"Install coil",70.00
37244,70643,,"Freight charge",8.36
37245,70643,,"Install bolts",70.00
37246,70644,,"Rotate tires",12.00
37247,68234,,,
37248,70645,,"Scan computer, install thermostat, intake variable air solenoid, test for emissions",140.00
37249,70646,,,0.00
37250,70646,,,0.00
37251,70647,,"Diagnostics on lights",35.00
37252,70648,0,,0.00
37253,70649,,"Install a/c compressor kit",175.00
37254,70650,,"Towing",40.00
37255,66281,,,
37256,66281,,,
37257,66281,,,
37258,70651,,"Mount and balance two tires",24.00
37259,70651,,"Illinois state user fee and disposal",9.00
37260,70652,,"Install a/c compressor",210.00
37261,70653,,"Install transmission pan gasket",105.00
37262,66281,,,
37263,67312,,,
37264,70654,0,,0.00
37265,69657,,,
37266,70656,0,,0.00
37267,70657,0,,0.00
37268,70658,,"Install own power steering pump",105.00
37269,70659,,"Install oil pressure switch",70.00
37270,70660,,"Passenger rear tire repair",15.00
37271,70661,,"Scan computer, remove upper intake manifold and clean egr passages, test for emissions",210.00
37272,70662,,"Install front shocks",42.00
37273,70662,,"Install throttle position sensor",70.00
37274,70663,,"Install a/c filter, discharge line, charge a/c system",210.00
37275,64284,,,
37276,70664,,"Charge a/c system",30.00
37277,70665,,"Install front brake pads and rotors",60.00
37278,70655,,"Remove gas tank, install fuel hoses,",154.00
37279,70655,,,
37280,70655,,"1FTSE34LWhA90250                   Lic #1283782
Miles:231,986                                 Authorization #10045610RN",
37281,70655,,,
37282,70666,0,,0.00
37283,70667,,"Scan computer, install mass air flow sensor",105.00
37284,70668,,"Remove transmission, install flywheel and starter  360",260.00
37285,70668,,"Install cap and rotor",35.00
37286,70669,,"Install a/c evaporator  420",220.00
37287,70670,,"Towing",40.00
37288,70670,,"Install alternator",90.00
37289,70671,,"Towing",0.00
37290,70671,,,
37291,70672,,"Install one inner and two outer tie rods",105.00
37292,70673,,"Install driver side window switch",40.00
37293,70674,,"Install spark plugs",140.00
37294,70674,,"Transmission flush and fluid",120.00
37295,70674,,"Radiator flush and fluid",69.95
37296,70675,,"Install left front hub assembly",105.00
37297,70676,,"Towing",60.00
37298,70676,,"Install alternator",200.00
37299,66281,,,
37300,70677,0,,0.00
37301,70679,,"Remove gas tank, install fuel pressure sensor",140.00
37302,66281,,,
37303,66281,,,
37304,66281,,,
37305,70679,,,
37306,70678,,"Install rear brake pads, rotors, hoses, and calipers",175.00
37307,70679,,"Install oil pressure switch",20.00
37308,69292,,,
37309,66426,,"Install battery - under warranty",
37310,70680,0,,0.00
37311,70680,0,,0.00
37312,70681,,"Charge a/c system",30.00
37313,70681,,"Install battery (under warranty)",0.00
37314,70681,,,
37315,70682,,"Charge a/c",30.00
37316,70682,,"Install spark plugs and wires",105.00
37317,70682,,"Install fuel filter",20.00
37318,70127,,,
37319,69021,,,
37320,69021,,,
37321,69292,,,
37322,70683,,"Install timing belt tensioner and spring",105.00
37323,70684,,"Rotate tires",12.00
37324,70685,,"Install heater hose",105.00
37325,70686,,"Install front brake pads, right front caliper and hose",105.00
37326,70687,,"Install front brake pads and rotors",105.00
37327,69716,,,
37328,70688,,"Charge a/c system",30.00
37329,70689,,"Scan computer, remove and clean throttle body, test for emissions",150.00
37330,70690,,"Install evaporator",420.00
37331,70691,,"Tire repair",9.71
37332,70691,,,
37333,70692,0,,
37334,70692,0,"0",0.00
37335,70693,,"Check electrical system, install 2 fuses",20.00
37336,70694,0,,0.00
37337,70695,0,,0.00
37338,70696,,"Install right front window regulator",105.00
37339,70695,,,
37340,70690,,"Install rear shocks",40.00
37341,70696,,,
37342,70697,0,,0.00
37343,70698,,"Scan computer, install mass air flow sensor",105.00
37344,70699,,"Repair wiring on left front headlight",70.00
37345,70700,,"Install own steering gear   270",70.00
37346,70700,,"Install own driver side front axle",70.00
37347,70701,,"Install hub assembly",105.00
37348,70701,,"Install rear shocks",105.00
37349,70702,,"Install left front outer tie rod",56.00
37350,13335,,,
37351,66730,,,
37352,70047,,,
37353,70703,,"Install hub assembly",70.00
37354,70704,0,,0.00
37355,70705,,"Rotate tires",12.00
37356,70706,,"Install intake manifold",175.00
37357,70706,,"Install thermostat",35.00
37358,70708,,"Install fan assembly",175.00
37359,70708,,"Diagnostics",35.00
37360,70708,,"VIN# 1DJHA1GK48J239416   Truck #230
Miles:96,602                             Authorization #10038513MT",
37361,70709,,"Install fuel pump",140.00
37362,70710,,"Install front brake pads and rotors",105.00
37363,70711,0,,0.00
37364,70712,,"Install ujoints and tailshaft bushing",150.00
37365,70712,,,
37366,70712,,,
37367,69381,,,
37368,70713,,"Scan computer, test for emissions",70.00
37369,70714,,"Scan computer, install throttle position sensor",110.00
37370,70715,,"Change own oil",16.00
37371,70084,,,
37372,70716,,"Rotate tires",12.00
37373,66921,,,
37374,66921,,,
37375,66921,,,
37376,70717,,,0.00
37377,70717,,,
37378,68145,,,
37379,70719,,"Charge a/c",40.00
37380,70718,,,0.00
37381,70720,,"Scan computer, install mass air flow sensor",70.00
37382,8314,,,
37383,70721,,"install power steering pump and pulley",105.00
37384,70722,,"Install radiator",90.00
37385,70722,,"Scan computer, install fuel tank sensor",0.00
37386,70723,0,,0.00
37387,70724,0,,0.00
37388,70725,,"Charge a/c",35.00
37389,70726,,"Install blower motor resistor",70.00
37390,70727,,"Install front brake pads",70.00
37391,70704,,"Install water pump",217.00
37392,67368,,,
37393,70728,,"Mount and balance four tires",48.00
37394,70728,,"Illinois state tire user fee",18.00
37395,70722,,,
37396,70729,0,,0.00
37397,70472,,,
37398,70730,,"Install intake manifold gasket",315.00
37399,70731,,"Replace hose",35.00
37400,61212,,,
37401,69521,,,
37402,70732,,"install driver side window motor",105.00
37403,70733,,"Clean throttle body and reset idle",35.00
37404,70734,,"Towing",35.00
37405,70734,,"Replace wiring and connector to speed sensor",105.00
37406,70735,,"Install two crank shaft position sensors",162.50
37407,70735,,,
37408,70735,,"Install tire pressure sensor",12.00
37409,67184,,,
37410,70736,,"Flush transmission",100.00
37411,70736,,"install plugs and wires",70.00
37412,70737,0,,0.00
37413,70738,,"Install battery",0.00
37414,64284,,,
37415,70739,,"Install own serpentine belt",35.00
37416,70740,,"labor on headlight socket",30.00
37417,70740,,"Install front sway bar end links",35.00
37418,70742,,"Rotate tires",12.00
37419,70743,,"Change own oil",15.00
37420,70744,,"Miles;  30,556",
37421,70744,,"Install front brake pads and rotors",105.00
37422,70744,,"Install rear brake pads",70.00
37423,69521,,,
37424,70541,,,
37425,70550,,,
37426,70745,,"Install motor mounts",175.00
37427,70746,0,,0.00
37428,70747,,"Install flex plate, starter",385.00
37429,70748,0,,0.00
37430,70749,0,,0.00
37431,70750,,"install front brake pads and rotors",105.00
37432,70751,,"Install re-circulation door",75.00
37433,70752,,"Install passenger side front hub assembly",70.00
37434,64283,,,
37435,70753,,"Install egr valve, spark plugs",105.00
37436,70754,,"Scan computer, install plugs, oxygen sensor, test for emissions",140.00
37437,70754,,"Install left front lower ball joint",70.00
37438,70550,,,
37439,70552,,,
37440,70556,,,
37441,70755,,"Install a/c compressor",175.00
37442,70755,,,
37443,70756,0,,0.00
37444,70757,,"Install driver side axle",70.00
37445,70741,,"Scan computer, install plugs and one coil",245.00
37446,70741,,"Diagnostics",35.00
37447,70741,,"VIN #1FTSE34LXWHA02929    Van #348
miles; 143,617                             Approval #AI120407",
37448,70758,0,,0.00
37449,70759,,"Mount and balance two front tires",24.00
37450,70759,,"Illinois state tire user fee",9.00
37451,70760,,"Install Left Rear Turn Signal",5.00
37452,70760,,,
37453,70761,,"install own used rear end",162.50
