id,car_id,date,miles,pass,pass,pass,employee_id
157,123,2/13/2004 0:00:00,,0,,,"1"
158,126,2/13/2004 0:00:00,,0,,,"1"
159,127,2/14/2004 0:00:00,,0,,,"1"
160,128,2/14/2004 0:00:00,,0,,,"1"
161,129,2/14/2004 0:00:00,,0,,,"1"
162,131,2/14/2004 0:00:00,,0,,,"1"
163,132,2/14/2004 0:00:00,,0,,,"1"
164,135,2/16/2004 0:00:00,,0,,,"1"
165,135,2/16/2004 0:00:00,,0,,,"1"
166,136,2/16/2004 0:00:00,,0,,,"1"
167,153,2/16/2004 0:00:00,,0,,,"1"
168,8745,6/26/2021 0:00:00,,0,,,"1"
169,140,2/16/2004 0:00:00,,0,,,"1"
170,141,2/17/2004 0:00:00,,0,,,"1"
171,142,2/17/2004 0:00:00,,0,,,"1"
172,143,2/17/2004 0:00:00,,0,,,"1"
173,144,2/17/2004 0:00:00,,0,,,"1"
174,145,2/17/2004 0:00:00,,0,,,"1"
175,146,2/18/2004 0:00:00,,0,,,"1"
176,148,2/18/2004 0:00:00,,0,,,"1"
177,149,2/19/2004 0:00:00,,0,,,"1"
178,150,2/19/2004 0:00:00,,0,,,"1"
179,165,2/19/2004 0:00:00,,0,,,"1"
180,152,2/19/2004 0:00:00,,0,,,"1"
181,153,2/20/2004 0:00:00,,0,,,"1"
182,154,2/20/2004 0:00:00,,0,,,"1"
183,155,2/20/2004 0:00:00,,0,,,"1"
184,156,2/20/2004 0:00:00,,0,,,"1"
186,157,2/21/2004 0:00:00,,0,,,"1"
187,158,2/21/2004 0:00:00,,0,,,"1"
188,159,2/21/2004 0:00:00,,0,,,"1"
189,160,2/21/2004 0:00:00,,0,,,"1"
190,175,2/21/2004 0:00:00,,0,,,"1"
191,162,2/21/2004 0:00:00,,0,,,"1"
192,163,2/23/2004 0:00:00,,0,,,"1"
193,138,2/23/2004 0:00:00,,0,,,"1"
194,164,2/23/2004 0:00:00,,0,,,"1"
196,165,2/23/2004 0:00:00,,0,,,"1"
197,111,2/23/2004 0:00:00,,0,,,"1"
198,166,2/24/2004 0:00:00,,0,,,"1"
199,167,2/24/2004 0:00:00,,0,,,"1"
200,155,2/24/2004 0:00:00,,0,,,"1"
201,168,2/25/2004 0:00:00,,0,,,"1"
202,169,2/25/2004 0:00:00,,0,,,"1"
203,154,2/26/2004 0:00:00,,0,,,"1"
204,173,2/26/2004 0:00:00,,0,,,"1"
205,171,2/26/2004 0:00:00,,0,,,"1"
206,172,2/27/2004 0:00:00,,0,,,"1"
207,173,2/27/2004 0:00:00,,0,,,"1"
208,174,2/27/2004 0:00:00,,0,,,"1"
209,158,2/27/2004 0:00:00,,0,,,"1"
210,175,2/27/2004 0:00:00,,0,,,"1"
211,175,2/27/2004 0:00:00,,0,,,"1"
212,176,2/28/2004 0:00:00,,0,,,"1"
213,177,2/28/2004 0:00:00,,0,,,"1"
214,101,2/28/2004 0:00:00,,0,,,"1"
215,178,2/28/2004 0:00:00,,0,,,"1"
216,183,2/28/2004 0:00:00,,0,,,"1"
217,183,3/1/2004 0:00:00,,0,,,"1"
218,180,3/1/2004 0:00:00,,0,,,"1"
219,141,3/1/2004 0:00:00,,0,,,"1"
220,183,3/1/2004 0:00:00,,0,,,"1"
221,182,3/1/2004 0:00:00,,0,,,"1"
222,183,3/2/2004 0:00:00,,0,,,"1"
223,184,3/2/2004 0:00:00,,0,,,"1"
224,183,3/2/2004 0:00:00,,0,,,"1"
225,185,3/2/2004 0:00:00,,0,,,"1"
226,186,3/3/2004 0:00:00,,0,,,"1"
227,154,3/3/2004 0:00:00,,0,,,"1"
228,187,3/3/2004 0:00:00,,0,,,"1"
229,71,3/3/2004 0:00:00,,0,,,"1"
230,188,3/4/2004 0:00:00,,0,,,"1"
231,189,3/3/2004 0:00:00,,0,,,"1"
232,127,3/4/2004 0:00:00,,0,,,"1"
233,190,3/4/2004 0:00:00,,0,,,"1"
234,191,3/4/2004 0:00:00,,0,,,"1"
235,192,3/4/2004 0:00:00,,0,,,"1"
236,193,3/5/2004 0:00:00,,0,,,"1"
237,173,3/5/2004 0:00:00,,0,,,"1"
238,194,3/5/2004 0:00:00,,0,,,"1"
239,195,3/5/2004 0:00:00,,0,,,"1"
240,196,3/5/2004 0:00:00,,0,,,"1"
241,197,3/5/2004 0:00:00,,0,,,"1"
242,198,3/5/2004 0:00:00,,0,,,"1"
243,199,3/5/2004 0:00:00,,0,,,"1"
244,199,3/5/2004 0:00:00,,0,,,"1"
245,200,3/8/2004 0:00:00,,0,,,"1"
246,201,3/8/2004 0:00:00,,0,,,"1"
247,203,3/8/2004 0:00:00,,0,,,"1"
248,202,3/8/2004 0:00:00,,0,,,"1"
249,80,3/8/2004 0:00:00,,0,,,"1"
250,204,3/9/2004 0:00:00,,0,,,"1"
251,205,3/9/2004 0:00:00,,0,,,"1"
252,206,3/10/2004 0:00:00,,0,,,"1"
253,207,3/10/2004 0:00:00,,0,,,"1"
254,142,3/10/2004 0:00:00,,0,,,"1"
255,96,3/11/2004 0:00:00,,0,,,"1"
256,79,3/11/2004 0:00:00,,0,,,"1"
257,166,3/11/2004 0:00:00,,0,,,"1"
258,208,3/12/2004 0:00:00,,0,,,"1"
259,209,3/12/2004 0:00:00,,0,,,"1"
260,210,3/12/2004 0:00:00,,0,,,"1"
261,211,3/13/2004 0:00:00,,0,,,"1"
262,212,3/13/2004 0:00:00,,0,,,"1"
263,213,3/13/2004 0:00:00,,0,,,"1"
264,214,3/15/2004 0:00:00,,0,,,"1"
265,215,3/15/2004 0:00:00,,0,,,"1"
266,216,3/15/2004 0:00:00,,0,,,"1"
267,212,3/16/2004 0:00:00,,0,,,"1"
268,156,3/16/2004 0:00:00,,0,,,"1"
269,205,3/17/2004 0:00:00,,0,,,"1"
270,219,3/17/2004 0:00:00,,0,,,"1"
271,220,3/17/2004 0:00:00,,0,,,"1"
272,221,3/17/2004 0:00:00,,0,,,"1"
273,222,3/17/2004 0:00:00,,0,,,"1"
274,223,3/18/2004 0:00:00,,0,,,"1"
275,224,3/18/2004 0:00:00,,0,,,"1"
276,225,3/18/2004 0:00:00,,0,,,"1"
277,226,3/18/2004 0:00:00,,0,,,"1"
278,227,3/18/2004 0:00:00,,0,,,"1"
279,228,3/18/2004 0:00:00,,0,,,"1"
280,229,3/19/2004 0:00:00,,0,,,"1"
281,230,3/20/2004 0:00:00,,0,,,"1"
282,231,3/20/2004 0:00:00,,0,,,"1"
283,101,3/22/2004 0:00:00,,0,,,"1"
284,47,3/22/2004 0:00:00,,0,,,"1"
285,233,3/23/2004 0:00:00,,0,,,"1"
286,235,3/23/2004 0:00:00,,0,,,"1"
287,236,3/23/2004 0:00:00,,0,,,"1"
288,237,3/24/2004 0:00:00,,0,,,"1"
289,238,3/24/2004 0:00:00,,0,,,"1"
290,239,3/24/2004 0:00:00,,0,,,"1"
291,240,3/25/2004 0:00:00,,0,,,"1"
292,241,3/25/2004 0:00:00,,0,,,"1"
293,242,3/25/2004 0:00:00,,0,,,"1"
294,243,3/26/2004 0:00:00,,0,,,"1"
295,244,3/27/2004 0:00:00,,0,,,"1"
296,245,3/27/2004 0:00:00,,0,,,"1"
297,246,3/27/2004 0:00:00,,0,,,"1"
298,247,3/29/2004 0:00:00,,0,,,"1"
299,248,3/30/2004 0:00:00,,0,,,"1"
300,249,3/30/2004 0:00:00,,0,,,"1"
301,250,3/30/2004 0:00:00,,0,,,"1"
302,123,3/30/2004 0:00:00,,0,,,"1"
303,251,3/31/2004 0:00:00,,0,,,"1"
304,94,3/31/2004 0:00:00,,0,,,"1"
305,252,3/31/2004 0:00:00,,0,,,"1"
306,129,4/1/2004 0:00:00,,0,,,"1"
307,253,4/1/2004 0:00:00,,0,,,"1"
308,92,4/1/2004 0:00:00,,0,,,"1"
309,254,4/1/2004 0:00:00,,0,,,"1"
310,255,4/1/2004 0:00:00,,0,,,"1"
311,256,4/1/2004 0:00:00,,0,,,"1"
312,257,4/1/2004 0:00:00,,0,,,"1"
313,258,4/1/2004 0:00:00,,0,,,"1"
314,259,4/1/2004 0:00:00,,0,,,"1"
315,260,4/1/2004 0:00:00,,0,,,"1"
316,192,4/1/2004 0:00:00,,0,,,"1"
317,261,4/2/2004 0:00:00,,0,,,"1"
318,262,4/2/2004 0:00:00,,0,,,"1"
319,263,4/3/2004 0:00:00,,0,,,"1"
320,264,4/3/2004 0:00:00,,0,,,"1"
321,265,4/5/2004 0:00:00,,0,,,"1"
322,183,4/3/2004 0:00:00,,0,,,"1"
323,267,4/5/2004 0:00:00,,0,,,"1"
324,196,4/6/2004 0:00:00,,0,,,"1"
325,269,4/6/2004 0:00:00,,0,,,"1"
326,270,4/7/2004 0:00:00,,0,,,"1"
327,175,4/7/2004 0:00:00,,0,,,"1"
328,205,4/8/2004 0:00:00,,0,,,"1"
329,273,4/8/2004 0:00:00,,0,,,"1"
330,274,4/8/2004 0:00:00,,0,,,"1"
331,275,4/8/2004 0:00:00,,0,,,"1"
332,16,4/9/2004 0:00:00,,0,,,"1"
333,278,4/9/2004 0:00:00,,0,,,"1"
334,279,4/9/2004 0:00:00,,0,,,"1"
335,255,4/9/2004 0:00:00,,0,,,"1"
336,281,4/9/2004 0:00:00,,0,,,"1"
337,282,4/9/2004 0:00:00,,0,,,"1"
338,283,4/9/2004 0:00:00,,0,,,"1"
339,284,4/10/2004 0:00:00,,0,,,"1"
340,285,4/10/2004 0:00:00,,0,,,"1"
341,286,4/12/2004 0:00:00,,0,,,"1"
342,287,4/12/2004 0:00:00,,0,,,"1"
343,101,4/13/2004 0:00:00,,0,,,"1"
344,162,4/13/2004 0:00:00,,0,,,"1"
345,20,4/13/2004 0:00:00,,0,,,"1"
346,292,4/13/2004 0:00:00,,0,,,"1"
347,293,4/14/2004 0:00:00,,0,,,"1"
348,184,4/14/2004 0:00:00,,0,,,"1"
349,295,4/14/2004 0:00:00,,0,,,"1"
350,296,4/14/2004 0:00:00,,0,,,"1"
351,297,4/15/2004 0:00:00,,0,,,"1"
352,298,4/15/2004 0:00:00,,0,,,"1"
353,299,4/16/2004 0:00:00,,0,,,"1"
354,300,4/16/2004 0:00:00,,0,,,"1"
355,301,4/17/2004 0:00:00,,0,,,"1"
356,302,4/17/2004 0:00:00,,0,,,"1"
357,305,4/19/2004 0:00:00,,0,,,"1"
358,306,4/19/2004 0:00:00,,0,,,"1"
359,307,4/19/2004 0:00:00,,0,,,"1"
360,308,4/19/2004 0:00:00,,0,,,"1"
361,309,4/20/2004 0:00:00,,0,,,"1"
362,310,4/20/2004 0:00:00,,0,,,"1"
363,115,4/20/2004 0:00:00,,0,,,"1"
364,250,4/20/2004 0:00:00,,0,,,"1"
365,312,4/20/2004 0:00:00,,0,,,"1"
366,153,4/21/2004 0:00:00,,0,,,"1"
367,303,4/17/2004 0:00:00,,0,,,"1"
368,304,4/17/2004 0:00:00,,0,,,"1"
369,255,4/21/2004 0:00:00,,0,,,"1"
370,22,4/21/2004 0:00:00,,0,,,"1"
371,174,4/21/2004 0:00:00,,0,,,"1"
372,318,4/22/2004 0:00:00,,0,,,"1"
373,192,4/22/2004 0:00:00,,0,,,"1"
374,25,4/22/2004 0:00:00,,0,,,"1"
375,321,4/22/2004 0:00:00,,0,,,"1"
376,169,4/22/2004 0:00:00,,0,,,"1"
377,323,4/22/2004 0:00:00,,0,,,"1"
378,246,4/22/2004 0:00:00,,0,,,"1"
379,325,4/22/2004 0:00:00,,0,,,"1"
380,326,4/22/2004 0:00:00,,0,,,"1"
381,327,4/22/2004 0:00:00,,0,,,"1"
382,163,4/23/2004 0:00:00,,0,,,"1"
383,329,4/23/2004 0:00:00,,0,,,"1"
384,306,4/23/2004 0:00:00,,0,,,"1"
385,331,4/23/2004 0:00:00,,0,,,"1"
386,332,4/23/2004 0:00:00,,0,,,"1"
387,334,4/23/2004 0:00:00,,0,,,"1"
388,335,4/23/2004 0:00:00,,0,,,"1"
389,157,4/24/2004 0:00:00,,0,,,"1"
390,337,4/24/2004 0:00:00,,0,,,"1"
391,258,4/24/2004 0:00:00,,1,,,"1"
392,339,4/26/2004 0:00:00,,0,,,"1"
393,19,4/26/2004 0:00:00,,0,,,"1"
394,97,4/26/2004 0:00:00,,0,,,"1"
395,342,4/26/2004 0:00:00,,0,,,"1"
396,258,4/27/2004 0:00:00,,0,,,"1"
397,344,4/27/2004 0:00:00,,0,,,"1"
398,345,4/27/2004 0:00:00,,0,,,"1"
399,346,4/27/2004 0:00:00,,0,,,"1"
400,346,4/27/2004 0:00:00,,0,,,"1"
401,348,4/28/2004 0:00:00,,0,,,"1"
402,349,4/28/2004 0:00:00,,0,,,"1"
403,350,4/28/2004 0:00:00,,0,,,"1"
404,18,4/28/2004 0:00:00,,0,,,"1"
405,352,4/29/2004 0:00:00,,0,,,"1"
406,252,4/29/2004 0:00:00,,0,,,"1"
407,349,4/30/2004 0:00:00,,0,,,"1"
408,356,4/30/2004 0:00:00,,0,,,"1"
409,357,4/30/2003 0:00:00,,0,,,"1"
410,358,4/30/2004 0:00:00,,0,,,"1"
411,359,5/1/2004 0:00:00,,0,,,"1"
412,359,5/1/2004 0:00:00,,0,,,"1"
413,361,5/1/2004 0:00:00,,0,,,"1"
414,309,4/30/2004 0:00:00,,0,,,"1"
415,254,5/1/2004 0:00:00,,0,,,"1"
416,92,5/1/2004 0:00:00,,0,,,"1"
417,253,5/1/2004 0:00:00,,0,,,"1"
418,233,5/1/2004 0:00:00,,0,,,"1"
420,162,5/1/2004 0:00:00,,0,,,"1"
421,368,5/1/2004 0:00:00,,0,,,"1"
422,70,5/3/2004 0:00:00,,0,,,"1"
423,253,5/1/2004 0:00:00,,0,,,"1"
424,97,5/3/2004 0:00:00,,0,,,"1"
425,372,5/3/2004 0:00:00,,0,,,"1"
426,262,5/3/2004 0:00:00,,0,,,"1"
427,374,5/3/2004 0:00:00,,0,,,"1"
428,39,5/3/2004 0:00:00,,0,,,"1"
429,103,5/4/2004 0:00:00,,0,,,"1"
430,345,5/4/2004 0:00:00,,0,,,"1"
431,378,5/4/2004 0:00:00,,0,,,"1"
432,379,5/5/2004 0:00:00,,0,,,"1"
433,380,5/5/2004 0:00:00,,0,,,"1"
434,381,5/5/2004 0:00:00,,0,,,"1"
435,382,5/5/2004 0:00:00,,0,,,"1"
436,383,5/5/2004 0:00:00,,0,,,"1"
437,202,5/5/2004 0:00:00,,0,,,"1"
438,385,5/6/2004 0:00:00,,0,,,"1"
439,386,5/7/2004 0:00:00,,0,,,"1"
440,387,5/7/2004 0:00:00,,0,,,"1"
441,388,5/7/2004 0:00:00,,0,,,"1"
442,389,5/7/2004 0:00:00,,0,,,"1"
443,201,5/7/2004 0:00:00,,0,,,"1"
444,391,5/7/2004 0:00:00,,0,,,"1"
445,392,5/8/2004 0:00:00,,0,,,"1"
446,83,5/8/2004 0:00:00,,0,,,"1"
447,394,5/8/2004 0:00:00,,0,,,"1"
448,101,5/8/2004 0:00:00,,0,,,"1"
449,387,5/8/2004 0:00:00,,0,,,"1"
450,302,5/8/2004 0:00:00,,0,,,"1"
451,398,5/10/2004 0:00:00,,0,,,"1"
452,399,5/10/1994 0:00:00,,0,,,"1"
453,400,5/10/2004 0:00:00,,0,,,"1"
454,293,5/10/2004 0:00:00,,0,,,"1"
455,167,5/12/2004 0:00:00,,0,,,"1"
456,94,5/11/2004 0:00:00,,0,,,"1"
457,296,5/12/2004 0:00:00,,0,,,"1"
458,405,5/11/2004 0:00:00,,0,,,"1"
459,407,5/12/2004 0:00:00,,0,,,"1"
460,386,5/13/2004 0:00:00,,0,,,"1"
461,409,5/13/2004 0:00:00,,0,,,"1"
462,97,5/13/2004 0:00:00,,0,,,"1"
463,18,5/13/2004 0:00:00,,0,,,"1"
464,58,5/13/2004 0:00:00,,0,,,"1"
465,299,5/14/2004 0:00:00,,0,,,"1"
466,414,5/14/2004 0:00:00,,0,,,"1"
467,15,5/15/2004 0:00:00,,0,,,"1"
468,416,5/15/2004 0:00:00,,0,,,"1"
469,64,5/15/2004 0:00:00,,0,,,"1"
470,44,5/15/2004 0:00:00,,0,,,"1"
471,419,5/17/2004 0:00:00,,0,,,"1"
472,420,5/17/2004 0:00:00,,0,,,"1"
473,421,5/17/2004 0:00:00,,0,,,"1"
474,422,5/17/2004 0:00:00,,0,,,"1"
475,423,5/18/2004 0:00:00,,0,,,"1"
476,305,5/18/2004 0:00:00,,0,,,"1"
477,216,5/18/2004 0:00:00,,0,,,"1"
478,426,5/19/2004 0:00:00,,0,,,"1"
479,427,5/19/2004 0:00:00,,0,,,"1"
480,428,5/19/2004 0:00:00,,0,,,"1"
481,429,5/19/2004 0:00:00,,0,,,"1"
482,223,5/20/2004 0:00:00,,0,,,"1"
483,292,5/20/2004 0:00:00,,0,,,"1"
484,432,5/20/2004 0:00:00,,0,,,"1"
485,433,5/20/2004 0:00:00,,0,,,"1"
486,434,5/21/2004 0:00:00,,0,,,"1"
487,435,5/21/2004 0:00:00,,0,,,"1"
488,21,5/21/2004 0:00:00,,0,,,"1"
489,437,5/21/2004 0:00:00,,0,,,"1"
490,309,5/22/2004 0:00:00,,0,,,"1"
491,439,5/22/2004 0:00:00,,0,,,"1"
492,440,5/22/2004 0:00:00,,0,,,"1"
493,441,5/22/2004 0:00:00,,0,,,"1"
494,442,5/22/2004 0:00:00,,0,,,"1"
495,443,5/22/2004 0:00:00,,0,,,"1"
496,444,5/22/2004 0:00:00,,0,,,"1"
497,445,5/24/2004 0:00:00,,0,,,"1"
498,446,5/24/2004 0:00:00,,0,,,"1"
499,447,5/24/2004 0:00:00,,0,,,"1"
500,198,5/24/2004 0:00:00,,0,,,"1"
501,368,5/24/2004 0:00:00,,0,,,"1"
502,450,5/24/2004 0:00:00,,0,,,"1"
503,451,5/24/2004 0:00:00,,0,,,"1"
504,434,5/25/2004 0:00:00,,0,,,"1"
505,453,5/25/2004 0:00:00,,0,,,"1"
506,454,5/25/2004 0:00:00,,0,,,"1"
507,455,5/26/2004 0:00:00,,0,,,"1"
508,456,5/27/2004 0:00:00,,0,,,"1"
509,457,5/26/2004 0:00:00,,0,,,"1"
510,455,5/26/2004 0:00:00,,0,,,"1"
511,52,5/26/2004 0:00:00,,0,,,"1"
512,292,5/27/2004 0:00:00,,0,,,"1"
513,461,5/27/2004 0:00:00,,0,,,"1"
514,462,5/27/2004 0:00:00,,0,,,"1"
515,463,5/27/2004 0:00:00,,0,,,"1"
516,464,5/27/2004 0:00:00,,0,,,"1"
517,465,5/27/2004 0:00:00,,0,,,"1"
518,134,5/28/2004 0:00:00,,0,,,"1"
519,135,5/28/2004 0:00:00,,0,,,"1"
520,468,5/28/2004 0:00:00,,0,,,"1"
521,252,5/28/2004 0:00:00,,0,,,"1"
522,470,5/29/2004 0:00:00,,0,,,"1"
523,103,5/29/2004 0:00:00,,0,,,"1"
524,103,5/29/2004 0:00:00,,1,,,"1"
525,473,5/29/2004 0:00:00,,0,,,"1"
526,474,5/29/2004 0:00:00,,0,,,"1"
527,475,5/29/2004 0:00:00,,0,,,"1"
528,213,5/2/2004 0:00:00,,0,,,"1"
529,183,5/26/2004 0:00:00,,0,,,"1"
530,213,5/26/2004 0:00:00,,0,,,"1"
531,183,5/27/2004 0:00:00,,0,,,"1"
532,480,6/1/2004 0:00:00,,0,,,"1"
533,253,6/1/2004 0:00:00,,0,,,"1"
534,392,6/1/2004 0:00:00,,0,,,"1"
535,92,6/1/2004 0:00:00,,0,,,"1"
536,254,6/1/2004 0:00:00,,0,,,"1"
537,302,6/1/2004 0:00:00,,0,,,"1"
538,486,6/1/2004 0:00:00,,0,,,"1"
539,487,6/1/2004 0:00:00,,0,,,"1"
540,488,6/2/2004 0:00:00,,0,,,"1"
541,489,6/2/2004 0:00:00,,0,,,"1"
542,75,6/2/2004 0:00:00,,0,,,"1"
543,491,6/2/2004 0:00:00,,0,,,"1"
544,302,6/2/2004 0:00:00,,0,,,"1"
545,185,6/2/2004 0:00:00,,0,,,"1"
546,326,6/2/2004 0:00:00,,0,,,"1"
547,495,6/2/2004 0:00:00,,0,,,"1"
548,24,6/3/2004 0:00:00,,0,,,"1"
549,497,6/3/2004 0:00:00,,0,,,"1"
550,498,6/4/2004 0:00:00,,0,,,"1"
551,499,6/4/2004 0:00:00,,0,,,"1"
552,312,6/4/2004 0:00:00,,0,,,"1"
553,292,6/4/2004 0:00:00,,0,,,"1"
554,502,6/5/2004 0:00:00,,0,,,"1"
555,64,6/5/2004 0:00:00,,0,,,"1"
556,504,6/5/2004 0:00:00,,0,,,"1"
557,103,6/7/2004 0:00:00,,0,,,"1"
558,506,6/4/2004 0:00:00,,0,,,"1"
559,400,6/7/2004 0:00:00,,0,,,"1"
560,508,6/7/2004 0:00:00,,0,,,"1"
561,509,6/7/2004 0:00:00,,0,,,"1"
562,510,6/7/2004 0:00:00,,0,,,"1"
563,511,6/8/2004 0:00:00,,0,,,"1"
564,512,6/8/2004 0:00:00,,0,,,"1"
565,513,6/8/2004 0:00:00,,0,,,"1"
566,225,6/8/2004 0:00:00,,0,,,"1"
567,515,6/8/2004 0:00:00,,0,,,"1"
568,516,6/8/2004 0:00:00,,0,,,"1"
569,517,6/8/2004 0:00:00,,0,,,"1"
570,518,6/8/2004 0:00:00,,0,,,"1"
571,519,6/8/2004 0:00:00,,0,,,"1"
572,25,6/9/2004 0:00:00,,0,,,"1"
573,521,6/9/2004 0:00:00,,0,,,"1"
574,522,6/9/2004 0:00:00,,0,,,"1"
575,58,6/9/2004 0:00:00,,0,,,"1"
